TIPNR_ID	WIKIDATA_ID
Reu_Gen.11.18	Q2040793
Reuben_Gen.29.32	Q625661
Reuel_Gen.36.4	
Reuel_1Ch.9.8	
Reumah_Gen.22.24	
Rezin_2Ki.15.37	Q878947
Rezin_Ezr.2.48	Q878947
Rezon_1Ki.11.23	
Rhesa_Luk.3.27	
Rhoda_Act.12.13	Q7320830
Ribai_2Sa.23.29	
Rimmon_2Sa.4.2	
Rinnah_1Ch.4.20	
Riphath_Gen.10.3	Q2918052
Rizia_1Ch.7.39	
Rizpah_2Sa.3.7	Q2899077
Rohgah_1Ch.7.34	
Romamti-ezer_1Ch.25.4	
Rosh_Gen.46.21	
Rufus_Mrk.15.21	Q3452770
Rufus_Rom.16.13	Q3452770
Ruth_Rut.1.4	Q1774982
Sabtah_Gen.10.7	Q13143737
Sabteca_Gen.10.7	
Sachar_1Ch.26.4	
Sachia_1Ch.8.10	
Sallai_Neh.11.8	
Sallu_Neh.12.7	
Sallu_1Ch.9.7	
Sallu_Neh.11.7	
Salma_1Ch.2.51	Q1771358
Salmon_Rut.4.20	
Salome_Mrk.15.40	
Salu_Num.25.14	
Samgar_Jer.39.3	
Samlah_Gen.36.36	
Samson_Jdg.13.24	Q214648
Samuel_1Sa.1.20	Q6577515
Sanballat_Neh.2.10	Q751918
Saph_2Sa.21.18	
Sapphira_Act.5.1	Q37946284
Sarah_Gen.11.29	
Saraph_1Ch.4.22	
Saul_1Sa.9.2	Q28730
Sceva_Act.19.14	
Scythian_Col.3.11	
Seba_Gen.10.7	Q23639444
Secundus_Act.20.4	Q110624753
Segub_1Ki.16.34	
Segub_1Ch.2.21	Q85854804
Seir_Gen.36.20	Q42532277
Seled_1Ch.2.30	
Semachiah_1Ch.26.7	
Semein_Luk.3.26	
Sennacherib_2Ki.18.13	
Seorim_1Ch.24.8	
Serah_Gen.46.17	
Seraiah_2Sa.8.17	Q18192237
Seraiah_2Ki.25.18	Q18192237
Seraiah_2Ki.25.23	Q18192237
Seraiah_1Ch.4.13	Q18192237
Seraiah_1Ch.4.35	Q18192237
Seraiah_Ezr.2.2	Q18192237
Seraiah_Jer.36.26	Q18192237
Seraiah_Jer.51.59	Q18192237
Sered_Gen.46.14	Q44126900
Sergius_Paulus_Act.13.7	
Serug_Gen.11.20	Q1161313
Seth_Gen.4.25	Q107626
Sethur_Num.13.13	
Shaaph_1Ch.2.47	
Shaaph_1Ch.2.49	
Shaashgaz_Est.2.14	
Shabbethai_Ezr.10.15	
Shabbethai_Neh.8.7	
Shabbethai_Neh.11.16	
Shaharaim_1Ch.8.8	
Shallum_2Ki.15.10	
Shallum_2Ki.22.14	
Shallum_1Ch.2.40	
Shallum_1Ch.3.15	
Shallum_1Ch.4.25	
Shallum_1Ch.6.12	
Shallum_1Ch.9.17	
Shallum_2Ch.28.12	
Shallum_Ezr.10.24	
Shallum_Ezr.10.42	
Shallum_Neh.3.12	
Shallum_Jer.32.7	
Shallum_Jer.35.4	
Shallum_Neh.3.15	
Shalmai_Ezr.2.46	
Shalmaneser_2Ki.17.3	
Shama_1Ch.11.44	
Shamgar_Jdg.3.31	Q1516550
Shamhuth_1Ch.27.8	
Shamir_1Ch.24.24	
Shamma_1Ch.7.37	
Shammah_2Sa.23.11	
Shammah_Gen.36.13	
Shammah_2Sa.23.25	
Shammah_2Sa.23.33	
Shammai_1Ch.2.28	
Shammai_1Ch.2.44	
Shammai_1Ch.4.17	
Shammua_Num.13.4	
Shammua_2Sa.5.14	
Shammua_Neh.12.18	
Shamsherai_1Ch.8.26	
Shapham_1Ch.5.12	
Shaphan_2Ki.22.3	Q2904866
Shaphan_Ezk.8.11	Q2904866
Shaphat_Num.13.5	
Shaphat_1Ki.19.16	
Shaphat_1Ch.3.22	
Shaphat_1Ch.5.12	
Shaphat_1Ch.27.29	
Sharai_Ezr.10.40	
Sharar_2Sa.23.33	
Sharezer_2Ki.19.37	Q76383242
Sharezer_Zec.7.2	
Shashai_Ezr.10.40	
Shashak_1Ch.8.14	
Shaul_Gen.36.37	
Shaul_Gen.46.10	
Shaul_1Ch.6.24	
Sheal_Ezr.10.29	
Shealtiel_Luk.3.27	
Shealtiel_1Ch.3.17	Q2256348
Sheariah_1Ch.8.38	
Shear-jashub_Isa.7.3	
Sheba_Gen.10.7	
Sheba_Gen.10.28	
Sheba_Gen.25.3	
Sheba_2Sa.20.1	
Sheba_1Ch.5.13	
Shebaniah_1Ch.15.24	
Shebaniah_Neh.9.4	
Shebaniah_Neh.10.4	
Shebaniah_Neh.10.12	
Sheber_1Ch.2.48	
Shebna_2Ki.18.18	Q7492261
Shebuel_1Ch.23.16	
Shebuel_1Ch.25.4	
Shecaniah_1Ch.3.21	
Shecaniah_1Ch.24.11	
Shecaniah_2Ch.31.15	
Shecaniah_Ezr.8.3	
Shecaniah_Ezr.8.5	
Shecaniah_Ezr.10.2	
Shecaniah_Neh.6.18	
Shechem_Gen.33.19	
Shechem_Num.26.31	Q22054796
Shechem_1Ch.7.19	Q22054796
Shedeur_Num.1.5	
Sheerah_1Ch.7.24	
Shehariah_1Ch.8.26	
Shelah_Gen.38.5	
Shelah_Gen.10.24	
Shelemiah_Ezr.10.39	Q32979697
Shelemiah_Ezr.10.41	Q32979697
Shelemiah_Neh.3.30	Q32979697
Shelemiah_Neh.13.13	Q32979697
Shelemiah_Jer.36.14	Q32979697
Shelemiah_Jer.36.26	Q32979697
Shelemiah_Jer.37.3	Q32979697
Shelemiah_Jer.37.13	Q32979697
Sheleph_Gen.10.26	Q7493584
Shelesh_1Ch.7.35	
Shelomi_Num.34.27	
Shelomith_1Ch.23.18	
Shelomith_Lev.24.11	
Shelomith_2Ch.11.20	
Shelomith_Ezr.8.10	
Shelomith_1Ch.3.19	
Shelomoth_1Ch.23.9	
Shelomoth_1Ch.26.25	
Shelumiel_Num.1.6	
Shem_Gen.5.32	Q200902
Shema_1Ch.2.43	
Shema_1Ch.5.8	
Shema_1Ch.8.13	
Shema_Neh.8.4	
Shemaah_1Ch.12.3	
Shemaiah_1Ki.12.22	Q2090113
Shemaiah_1Ch.3.22	Q2090113
Shemaiah_1Ch.4.37	Q2090113
Shemaiah_1Ch.5.4	Q2090113
Shemaiah_1Ch.9.14	Q2090113
Shemaiah_1Ch.9.16	Q2090113
Shemaiah_1Ch.15.8	Q2090113
Shemaiah_1Ch.24.6	Q2090113
Shemaiah_1Ch.26.4	Q2090113
Shemaiah_2Ch.17.8	Q2090113
Shemaiah_2Ch.29.14	Q2090113
Shemaiah_2Ch.31.15	Q2090113
Shemaiah_2Ch.35.9	Q2090113
Shemaiah_Ezr.8.13	Q2090113
Shemaiah_Ezr.8.16	Q2090113
Shemaiah_Ezr.10.21	Q2090113
Shemaiah_Ezr.10.31	Q2090113
Shemaiah_Neh.3.29	Q2090113
Shemaiah_Neh.6.10	Q2090113
Shemaiah_Neh.10.8	Q2090113
Shemaiah_Neh.12.35	Q2090113
Shemaiah_Neh.12.36	Q2090113
Shemaiah_Neh.12.42	Q2090113
Shemaiah_Jer.26.20	Q2090113
Shemaiah_Jer.29.24	Q2090113
Shemaiah_Jer.36.12	Q2090113
Shemariah_1Ch.12.5	
Shemariah_2Ch.11.19	
Shemariah_Ezr.10.32	
Shemariah_Ezr.10.41	
Shemeber_Gen.14.2	
Shemed_1Ch.8.12	
Shemer_1Ki.16.24	
Shemer_1Ch.6.46	
Shemida_Num.26.32	Q85854716
Shemiramoth_1Ch.15.18	
Shemiramoth_2Ch.17.8	
Shemuel_Num.34.20	
Shemuel_1Ch.7.2	
Shenazzar_1Ch.3.18	
Shephatiah_2Sa.3.4	Q9351247
Shephatiah_1Ch.9.8	
Shephatiah_1Ch.12.5	Q9351247
Shephatiah_1Ch.27.16	Q9351247
Shephatiah_2Ch.21.2	Q9351247
Shephatiah_Ezr.2.4	Q9351247
Shephatiah_Ezr.2.57	Q9351247
Shephatiah_Neh.11.4	Q9351247
Shephatiah_Jer.38.1	Q9351247
Shepho_Gen.36.23	
Sherebiah_Ezr.8.18	
Sherebiah_Neh.10.12	
Sheresh_1Ch.7.16	
Sheshai_Num.13.22	
Sheshan_1Ch.2.31	
Shethar_Est.1.14	
Shethar-bozenai_Ezr.5.3	
Sheva_1Ch.2.49	
Shilhi_1Ki.22.42	
Shillem_Gen.46.24	
Shiloh_Gen.49.10	
Shiloni_Neh.11.5	
Shilshah_1Ch.7.37	
Shimea_1Ch.6.30	
Shimea_1Ch.6.39	
Shimeah_1Ch.8.32	
Shimeah_1Sa.16.9	
Shimeath_2Ki.12.21	
Shimei_Exo.6.17	
Shimei_2Sa.16.5	
Shimei_1Ki.1.8	
Shimei_1Ch.3.19	
Shimei_1Ch.4.26	
Shimei_1Ch.5.4	
Shimei_1Ch.6.29	
Shimei_1Ch.8.21	
Shimei_1Ch.27.27	
Shimei_2Ch.29.14	
Shimei_2Ch.31.12	
Shimei_Ezr.10.23	
Shimei_Ezr.10.33	
Shimei_Ezr.10.38	
Shimei_Est.2.5	
Shimeon_Ezr.10.31	Q1773005
Shimon_1Ch.4.20	Q33923
Shimrath_1Ch.8.21	
Shimri_1Ch.4.37	
Shimri_1Ch.11.45	
Shimri_1Ch.26.10	
Shimri_2Ch.29.13	
Shimron_Gen.46.13	
Shimshai_Ezr.4.8	
Shinab_Gen.14.2	
Shiphi_1Ch.4.37	
Shiphmite_1Ch.27.27	
Shiphrah_Exo.1.15	Q767434
Shiphtan_Num.34.24	
Shishak_1Ki.11.40	Q7499062
Shitrai_1Ch.27.29	
Shiza_1Ch.11.42	
Shobab_2Sa.5.14	Q9352021
Shobab_1Ch.2.18	Q9352021
Shobach_2Sa.10.16	
Shobai_Ezr.2.42	
Shobal_Gen.36.20	
Shobal_1Ch.2.50	
Shobek_Neh.10.24	
Shobi_2Sa.17.27	
Shoham_1Ch.24.27	
Shomer_2Ki.12.21	
Shomer_1Ch.7.32	
Shua_Gen.38.2	
Shua_1Ch.7.32	Q30226376
Shuah_Gen.25.2	Q30226372
Shual_1Ch.7.36	
Shuhah_1Ch.4.11	
Shuhite_Job.2.1	
Shulammite_Sng.6.13	
Shumathite_1Ch.2.53	
Shunammite_1Ki.1.3	
Shuni_Gen.46.16	
Shuppim_1Ch.7.12	
Shuppim_1Ch.26.16	
Shuthelah_Num.26.35	
Shuthelah_1Ch.7.21	
Siaha_Ezr.2.44	
Sibbecai_2Sa.21.18	
Sidon_Gen.10.15	
Sihon_Num.21.21	Q887987
Silas_Act.15.22	
Simeon_Luk.2.25	
Simeon_Luk.3.30	
Simeon_Act.13.1	
Simeon_Gen.29.33	
Simon_Mat.10.4	
Simon_Mat.13.55	
Simon_Mat.26.6	
Simon_Mat.27.32	
Simon_Luk.7.40	
Simon_Jhn.6.71	
Simon_Act.8.9	
Simon_Act.8.13	
Sinite_Gen.10.17	
Sisera_Jdg.4.2	Q976765
Sisera_Ezr.2.53	Q976765
Sismai_1Ch.2.40	
Sithri_Exo.6.22	
So_2Ki.17.4	
Soco_1Ch.4.18	
Sodi_Num.13.10	
Solomon_2Sa.5.14	Q37085
Sopater_Act.20.4	
Sophereth_Ezr.2.55	
Sosthenes_Act.18.17	
Sotai_Ezr.2.55	
Stachys_Rom.16.9	Q9340990
Stephanas_1Co.1.16	Q7608188
Stephen_Act.6.5	
Suah_1Ch.7.36	
Sukkiim_2Ch.12.3	
Susanna_Luk.8.3	
Susi_Num.13.11	
Syntyche_Php.4.2	Q106084401
Tabbaoth_Ezr.2.43	
Tabeel_Ezr.4.7	Q104783764
Tabeel_Isa.7.6	
Tabitha_Act.9.36	Q693055
Tabrimmon_1Ki.15.18	
Tahan_Num.26.35	
Tahan_1Ch.7.25	
Tahash_Gen.22.24	
Tahath_1Ch.6.24	
Tahath_1Ch.7.20a	
Tahath_1Ch.7.20b	
Tahpenes_1Ki.11.19	Q12058221
Talmai_Num.13.22	Q33026733
Talmai_2Sa.3.3	Q33026733
Talmon_1Ch.9.17	
Tamar_Gen.38.6	
Tamar_2Sa.13.1	
Tamar_2Sa.14.27	
Tanhumeth_2Ki.25.23	
Taphath_1Ki.4.11	
Tappuah_1Ch.2.43	
Tarea_1Ch.8.35	
Tarshish_Gen.10.4	
Tarshish_1Ch.7.10	
Tartan_2Ki.18.17	
Tattenai_Ezr.5.3	
Tebah_Gen.22.24	
Tebaliah_1Ch.26.11	
Tehinnah_1Ch.4.12	
Telah_1Ch.7.25	
Telem_Ezr.10.24	
Tema_Gen.25.15	
Temah_Ezr.2.53	
Teman_Gen.36.11	Q1546303
Temeni_1Ch.4.6	
Terah_Gen.11.24	Q586541
Teresh_Est.2.21	
Tertius_Rom.16.22	Q106129018
Tertullus_Act.24.1	Q3518955
Theophilus_Luk.1.3	Q1384449
Theudas_Act.5.36	
Thomas_Mat.10.3	Q43669
Tiberius_Mat.22.17	
Tibni_1Ki.16.21	Q887994
Tidal_Gen.14.1	Q7800767
Tiglath-pileser_2Ki.15.19	
Tikvah_2Ki.22.14	
Tikvah_Ezr.10.15	
Tilon_1Ch.4.20	
Timaeus_Mrk.10.46	Q41111704
Timna_Gen.36.12	Q32979730
Timna_Gen.36.22	Q32979730
Timna_Gen.36.40	
Timnite_Jdg.15.6	
Timon_Act.6.5	
Timothy_Act.16.1	
Tiras_Gen.10.2	Q1481751
Tirhakah_2Ki.19.9	
Tirhanah_1Ch.2.48	
Tiria_1Ch.4.16	
Tirzah_Num.26.33	Q27587242
Titus_2Co.2.13	
Tizite_1Ch.11.45	
Tobadonijah_2Ch.17.8	
Tobiah_Ezr.2.60	Q1412773
Tobiah_Neh.2.10	Q1412773
Tobijah_2Ch.17.8	Q1412773
Tobijah_Zec.6.10	Q1412773
Togarmah_Gen.10.3	Q1068499
Tohu_1Sa.1.1	
Toi_2Sa.8.9	
Tola_Gen.46.13	
Tola_Jdg.10.1	
Trophimus_Act.20.4	
Tryphaena_Rom.16.12	
Tryphosa_Rom.16.12	
Tubal_Gen.10.2	
Tubal-cain_Gen.4.22	Q1356181
Tychicus_Act.20.4	Q1396807
Tyrannus_Act.19.9	
Ucal_Pro.30.1	
Uel_Ezr.10.34	
Ulam_1Ch.7.16	
Ulam_1Ch.8.39	
Unni_1Ch.15.18	
Unni_Neh.12.9	
Ur_1Ch.11.35	
Urbanus_Rom.16.9	
Uri_Exo.31.2	
Uri_1Ki.4.19	
Uri_Ezr.10.24	
Uriah_2Sa.11.3	
Uriah_Jer.26.20	
Uriah_2Ki.16.10	
Uriah_Ezr.8.33	
Uriah_Neh.8.4	
Uriel_1Ch.6.24	
Uriel_1Ch.15.5	
Uriel_2Ch.13.2	
Uthai_1Ch.9.4	
Uthai_Ezr.8.14	
Uz_Gen.10.23	
Uz_Gen.22.21	
Uz_Gen.36.28	
Uzai_Neh.3.25	
Uzal_Gen.10.27	Q7904500
Uzza_1Ch.8.7	Q4331914
Uzza_Ezr.2.49	Q4331914
Uzzah_2Sa.6.3	
Uzzah_1Ch.6.29	
Uzzi_1Ch.6.5	
Uzzi_1Ch.7.2	
Uzzi_1Ch.7.7	
Uzzi_1Ch.9.8	
Uzzi_Neh.11.22	
Uzzi_Neh.12.19	
Uzzi_Neh.12.42	
Uzzia_1Ch.11.44	Q313216
Uzziah_2Ki.14.21	Q313216
Uzziah_1Ch.6.24	Q313216
Uzziah_1Ch.27.25	Q313216
Uzziah_Ezr.10.21	Q313216
Uzziah_Neh.11.4	Q313216
Uzziel_Exo.6.18	
Uzziel_1Ch.4.42	
Uzziel_1Ch.7.7	
Uzziel_1Ch.25.4	
Uzziel_2Ch.29.14	
Uzziel_Neh.3.8	
Vaizatha_Est.9.9	
Vaniah_Ezr.10.36	Q14925218
Vashti_Est.1.9	Q1889603
Vophsi_Num.13.14	
Zaavan_Gen.36.27	
Zabad_1Ch.2.36	Q19717479
Zabad_1Ch.7.21	Q19717479
Zabad_1Ch.11.41	Q19717479
Zabad_Ezr.10.27	Q19717479
Zabad_Ezr.10.33	Q19717479
Zabad_Ezr.10.43	Q19717479
Zabbai_Ezr.10.28	Q8063457
Zabbai_Neh.3.20	
Zabdi_Jos.7.1	Q11955533
Zabdi_1Ch.8.19	Q11955533
Zabdi_1Ch.27.27	Q11955533
Zabdiel_1Ch.27.2	
Zabdiel_Neh.11.14	
Zabud_1Ki.4.5	Q11955535
Zaccai_Ezr.2.9	
Zacchaeus_Luk.19.2	
Zaccur_Num.13.4	
Zaccur_1Ch.4.26	
Zaccur_1Ch.24.27	
Zaccur_1Ch.25.2	
Zaccur_Ezr.8.14	
Zaccur_Neh.3.2	
Zaccur_Neh.10.12	
Zaccur_Neh.13.13	
Zadok_Mat.1.14	
Zadok_2Sa.8.17	
Zadok_2Ki.15.33	
Zadok_1Ch.6.12	
Zadok_Neh.3.4	
Zadok_Neh.3.29	
Zadok_Neh.10.21	
Zadok_Neh.13.13	
Zaham_2Ch.11.19	
Zalaph_Neh.3.30	
Zalmon_2Sa.23.28	
Zalmunna_Jdg.8.5	
Zattu_Neh.10.14	
Zattu_Ezr.2.8	
Zaza_1Ch.2.33	
Zebadiah_1Ch.8.15	
Zebadiah_1Ch.8.17	
Zebadiah_1Ch.12.7	
Zebadiah_1Ch.26.2	
Zebadiah_1Ch.27.7	
Zebadiah_2Ch.17.8	
Zebadiah_2Ch.19.11	
Zebadiah_Ezr.8.8	
Zebadiah_Ezr.10.20	
Zebah_Jdg.8.5	
Zebedee_Mat.4.21	Q169363
Zebidah_2Ki.23.36	
Zebina_Ezr.10.43	
Zebul_Jdg.9.28	Q16944355
Zebulun_Gen.30.20	Q614575
Zechariah_Luk.1.5	
Zechariah_1Ch.9.21	Q604259
Zechariah_2Ki.14.29	
Zechariah_2Ki.18.2	
Zechariah_1Ch.5.7	Q604259
Zechariah_1Ch.24.25	Q604259
Zechariah_1Ch.26.11	Q604259
Zechariah_1Ch.27.21	Q604259
Zechariah_2Ch.17.7	Q604259
Zechariah_2Ch.20.14	Q604259
Zechariah_2Ch.21.2	Q604259
Zechariah_2Ch.24.20	Q604259
Zechariah_2Ch.26.5	Q604259
Zechariah_2Ch.29.13	Q604259
Zechariah_2Ch.34.12	Q604259
Zechariah_2Ch.35.8	Q604259
Zechariah_Ezr.5.1	Q604259
Zechariah_Ezr.8.3	Q604259
Zechariah_Ezr.8.11	Q604259
Zechariah_Ezr.8.16	Q604259
Zechariah_Ezr.10.26	Q604259
Zechariah_Neh.8.4	Q604259
Zechariah_Neh.11.4	Q604259
Zechariah_Neh.11.5	Q604259
Zechariah_Neh.11.12	Q604259
Zechariah_Neh.12.16	Q604259
Zechariah_Neh.12.41	Q604259
Zechariah_Neh.12.35	Q604259
Zechariah_Isa.8.2	Q604259
Zecher_1Ch.8.31	
Zedekiah_1Ki.22.11	Q184273
Zedekiah_2Ki.24.17	Q184273
Zedekiah_1Ch.3.16	Q184273
Zedekiah_Neh.10.1	
Zedekiah_Jer.29.21	Q184273
Zedekiah_Jer.36.12	Q184273
Zeeb_Jdg.7.25	
Zelek_2Sa.23.37	
Zelophehad_Num.26.33	Q2659583
Zemarite_Gen.10.18	
Zemirah_1Ch.7.8	
Zenas_Tit.3.13	
Zephaniah_2Ki.25.18	Q1761359
Zephaniah_Zep.1.1	Q1761359
Zephaniah_Zec.6.10	Q1761359
Zepho_Gen.36.11	
Zerah_Gen.36.13	
Zerah_Gen.36.33	
Zerah_Gen.38.30	
Zerah_1Ch.6.21	
Zerah_2Ch.14.9	
Zerahiah_1Ch.6.6	
Zerahiah_Ezr.8.4	
Zeresh_Est.5.10	Q939384
Zereth_1Ch.4.7	
Zeri_1Ch.25.3	
Zeror_1Sa.9.1	
Zeruah_1Ki.11.26	
Zerubbabel_Luk.3.27	
Zerubbabel_1Ch.3.19	Q320139
Zeruiah_1Sa.26.6	Q196771
Zetham_1Ch.23.8	
Zethan_1Ch.7.10	
Zethar_Est.1.10	
Zia_1Ch.5.13	
Ziba_2Sa.9.2	Q8071402
Zibeon_Gen.36.2	Q42532003
Zibeon_Gen.36.20	Q42532003
Zibia_1Ch.8.9	
Zibiah_2Ki.12.1	Q8071446
Zichri_Exo.6.21	
Zichri_1Ch.8.19	
Zichri_1Ch.8.23	
Zichri_1Ch.8.27	
Zichri_1Ch.9.15	
Zichri_1Ch.26.25	
Zichri_1Ch.27.16	
Zichri_2Ch.17.16	
Zichri_2Ch.23.1	
Zichri_2Ch.28.7	
Zichri_Neh.11.9	
Zichri_Neh.12.17	
Ziha_Ezr.2.43	
Ziha_Neh.11.21	
Zillah_Gen.4.19	Q203082
Zillethai_1Ch.8.20	
Zillethai_1Ch.12.20	
Zilpah_Gen.29.24	Q221826
Zimmah_1Ch.6.20	
Zimmah_2Ch.29.12	
Zimran_Gen.25.2	Q786540
Zimri_1Ki.16.9	
Zimri_Num.25.14	
Zimri_1Ch.8.36	
Zina_1Ch.23.10	
Ziph_1Ch.2.42	
Ziph_1Ch.4.16	
Ziphah_1Ch.4.16	Q106128816
Ziphion_Gen.46.16	
Zippor_Num.22.2	
Zipporah_Exo.2.21	Q205523
Ziza_1Ch.4.37	
Ziza_2Ch.11.20	
Zobebah_1Ch.4.8	
Zohar_Gen.23.8	Q65124445
Zerah_Gen.46.10	
Zoheth_1Ch.4.20	
Zophah_1Ch.7.35	
Zophar_Job.2.11	Q3867348
Zorathite_1Ch.2.53	
Zuar_Num.1.8	
Zuph_1Sa.1.1	
Zur_Num.25.15	
Zur_Num.31.8	
Zur_1Ch.8.30	
Zuriel_Num.3.35	
Zurishaddai_Num.1.6	
Zuzim_Gen.14.5	
father_of_Mamre_Gen.14.13	
daughter1_of_Lot_Gen.19.30	
daughter2_of_Lot_Gen.19.30	
daughter_of_Pharaoh_Exo.2.5	
daughter_of_Putiel_Exo.6.25	
wife_of_Jesse_2Sa.17.25	
son_of_Jashem_2Sa.23.32	
daughter_of_Pharaoh_1Ki.3.1	
father_of_Tahpenes_1Ki.11.19	
sister_of_Tahpenes_1Ki.11.19	
daughter_of_Machir_1Ch.2.21	
son_of_Hodiah_1Ch.4.19	
father_of_Hodiah_1Ch.4.19	
father_of_Nathan_1Ch.11.38	
father_of_Shelomoth_1Ch.23.9	
father_of_Conaniah_2Ch.31.12	
daughter_of_Meshullam_Neh.6.18	
daughter_of_Shecaniah_Neh.6.18	
daughter_of_Sanballat_Neh.13.28	
son_of_Joiada_Neh.13.28	
father_of_Hilkiah_Jer.32.7	
wife_of_Ezekiel_Ezk.24.18	
wife_of_Peter_Mat.8.14	
daughter_of_Herodias_Mat.14.6	
wife_of_Zebedee_Mat.20.20	
father_of_Lazarus_Luk.10.39	
wife_of_Caiaphas_Jhn.18.13	
father_of_Barnabas_Col.4.10	
Abaddon_Rev.9.11	
Abaddon_Job.26.6	
Abba_Mrk.14.36	
Abib_Exo.13.4	
Adar_Ezr.6.15	
Alamoth_1Ch.15.20	
Al-taschith_Psa.57.1	
Amon_Jer.46.25	Q313423
Apharasthchite_Ezr.4.9	
Aramaic_2Ki.18.26	
Asherah_Exo.34.13	
Ashima_2Ki.17.30	
Ashtaroth_Jdg.2.13	
Asiarch_Act.19.31	
Azazel_Lev.16.8	
Baal_Num.22.41	
Baal_Hos.2.16	
Baal-berith_Jdg.8.33	
Bear_Job.9.9	
Behemoth_Job.40.15	
Bel_Isa.46.1	
Boaz_1Ki.7.21	Q212253
Booths_Festival_Jhn.7.2	
Bul_1Ki.6.38	
Candace_Act.8.27	
Chemosh_Num.21.29	
Chislev_Neh.1.1	
Chronicles_1Ki.14.19	
Dagon_Jdg.16.23	
Dedication_Festival_Jhn.10.22	
Destiny_Isa.65.11	
El-berith_Jdg.9.46	
El-Elohe-Israel_Gen.33.20	
Eli_Mat.27.46	Q362021
Elul_Neh.6.15	
Epicurean_Act.17.18	
Ethanim_1Ki.8.2	
Fortune_Isa.65.11	
Freedmen_Act.6.9	
Gabriel_Dan.8.16	
Gentile_Gen.10.5	
Gittith_Psa.8.1	
Hell_Gen.37.35	
Hermes_Act.14.12	
Higgaion_Psa.9.16	
Hosanna_Mat.21.9	
Jachin_1Ki.7.21	Q18088109
Greek_Isa.66.19	
Jonath-elem-rechokim_Psa.56.1	
Judaism_Gal.1.13	
Kiyyun_Amo.5.26	
Latin_Luk.23.38	
Legion_Mrk.5.9	
Leviathan_Job.3.8	
LORD_Gen.1.1	
Lucifer_Isa.14.12	
Mahalath_Psa.53.1	Q2669401
Maskil_Psa.32.1	
Mazzaroth_Job.38.32	
Merodach_Jer.50.2	
Messiah_Jhn.1.41	
Miktam_Psa.16.1	
Molech_Lev.18.21	
Muth-labben_Psa.9.1	
Nazirite_Num.6.2	
Nebo_Isa.46.1	
Nehushtan_2Ki.18.4	
Nergal_2Ki.17.30	
New_Moon_Col.2.16	
Nibhaz_2Ki.17.31	
Nicolaitans_Rev.2.6	
Nisroch_2Ki.19.37	
Omega_Rev.1.8	
Orion_Job.9.9	
Passover_Exo.12.11	
Pharisee_Mat.3.7	
Pleiades_Job.9.9	
Preparation_Festival_Mat.27.62	
Purim_Est.3.7	
Rabbi_Mat.23.7	
Raca_Mat.5.22	
Rahab_Job.9.13	Q1135632
Rephan_Act.7.43	
Rimmon_2Ki.5.18	
Sabbath_Exo.16.23	
Sadducee_Mat.3.7	
Satan_Deu.13.13	
Selah_Psa.3.2	Q1827950
Seraph_Isa.6.2	
Shebat_Zec.1.7	
Sheminith_1Ch.15.21	
Shibboleth_Jdg.12.6	
Shiggaion_Psa.7.1	
Shigionoth_Hab.3.1	
Shimeathite_1Ch.2.55	
Shushan_Eduth_Psa.60.1	
Sikkuth_Amo.5.26	
Sivan_Est.8.9	
Stoic_Act.17.18	
Sucathite_1Ch.2.55	
Succoth-benoth_2Ki.17.30	
Tammuz_Ezk.8.14	
Tarpelite_Ezr.4.9	
Tartak_2Ki.17.31	
Tebeth_Est.2.16	
Teraphim_Gen.31.19	
Thummim_Exo.28.30	
Tirathite_1Ch.2.55	
Urim_Exo.28.30	
Weeks_Exo.34.22	
Zealot_Mat.10.4	
Zeus_Act.14.12	
Ziv_1Ki.6.1	
